mmsi,freq_mean_mhz,freq_min_mhz,freq_max_mhz,freq_std_mhz,bandwidth_mean_khz,power_mean_watts,signal_strength_mean_dbm,snr_mean_db,noise_level_mean_dbm,num_signatures,cluster
378984233,159.775,158.62,161.48,1.0598,28.18,239.65,-81.33,35.03,-94.05,6,1
379393743,157.8433,156.12,160.56,2.3808,27.0,286.0,-72.57,32.77,-83.1,3,4
379597254,160.3767,157.98,161.9,2.1009,26.67,231.17,-72.9,28.63,-67.6,3,1
380494325,158.82,156.86,160.63,1.8895,24.73,212.8,-45.77,31.97,-111.07,3,4
381712071,158.6675,156.85,160.58,1.619,25.55,228.55,-75.65,17.9,-89.25,4,4
381954352,159.204,158.09,161.04,1.211,37.06,245.9,-51.92,24.72,-113.7,5,2
382322288,159.088,156.32,161.75,2.5852,36.18,321.2,-85.94,34.78,-102.3,5,0
382714823,159.255,156.35,161.54,2.311,31.73,323.0,-70.55,19.9,-72.62,6,3
382967807,157.4,156.01,159.26,1.5456,34.52,327.36,-76.62,26.4,-105.32,5,0
383307372,156.23,156.23,156.23,,26.2,401.3,-119.1,39.9,-92.1,1,0
383308981,159.6914,157.76,161.98,1.7877,41.39,218.37,-61.24,25.9,-87.63,7,2
384450029,160.018,156.06,161.38,2.2249,31.74,235.08,-80.1,13.14,-98.68,5,2
384550733,158.1457,156.06,161.39,2.0343,31.0,130.23,-60.96,16.63,-86.67,7,4
385217219,158.496,156.47,160.12,1.7873,38.12,220.92,-68.64,25.12,-93.6,5,2
386428572,159.23,157.06,160.47,1.8857,35.77,167.23,-73.53,9.33,-92.03,3,2
388953506,159.3383,156.31,161.76,2.1208,29.88,294.37,-54.63,27.13,-100.22,6,3
389614255,159.412,156.04,161.97,2.5568,29.02,277.94,-73.54,27.06,-83.38,5,3
389921162,159.0733,157.04,161.0,1.9766,22.75,316.25,-66.78,31.08,-101.37,6,3
390169657,160.05,158.38,161.75,1.6852,29.17,202.37,-75.73,16.57,-112.5,3,1
390182507,160.0575,158.71,161.21,1.3043,32.5,122.6,-91.22,21.7,-85.3,4,1
391151453,158.2283,156.25,161.7,2.356,31.48,198.2,-68.2,18.73,-88.43,6,4
391158344,159.0617,156.45,160.78,2.0628,27.18,269.1,-49.18,28.3,-85.82,6,3
391430690,159.976,156.95,161.88,2.0714,23.84,262.26,-93.56,21.36,-91.68,5,3
391786359,159.4238,157.06,161.68,1.6969,32.5,321.05,-69.91,30.21,-80.04,8,3
392617917,158.2838,156.05,160.56,1.8609,20.95,210.48,-85.76,21.24,-93.04,8,4
393509366,158.4017,156.51,160.65,1.779,25.22,241.37,-67.58,26.97,-85.32,6,4
393784956,159.2875,156.82,160.28,1.6596,28.85,161.75,-89.78,18.73,-92.9,4,1
394645869,158.2033,156.1,159.81,1.3791,35.8,172.07,-84.87,23.97,-88.15,6,2
394819025,158.6489,157.1,161.98,1.7845,27.29,173.56,-66.79,26.66,-95.16,9,4
396838191,158.715,157.13,159.73,0.9566,30.8,276.98,-80.07,16.8,-88.73,6,0
397348659,158.7688,156.44,160.67,1.4311,29.14,272.11,-64.69,27.42,-85.31,8,4
398193465,157.65,157.65,157.65,,14.3,145.1,-58.3,29.5,-110.1,1,4
399163627,158.9167,157.42,160.79,1.7163,38.17,363.27,-79.47,36.9,-90.17,3,0
399373193,159.6267,156.69,161.76,2.2226,27.12,247.58,-88.8,31.38,-99.72,6,3
401032142,158.966,157.13,161.09,1.5422,32.44,205.76,-68.3,26.0,-101.6,5,2
401528305,158.8275,157.5,160.37,1.4062,27.42,219.12,-68.38,27.68,-87.58,4,4
401816566,158.8045,156.36,161.89,1.9385,33.95,191.94,-66.3,25.26,-87.94,11,2
403275944,158.95,156.48,161.42,3.4931,22.25,314.85,-42.8,17.8,-89.65,2,3
403401992,158.34,156.52,159.98,1.6228,31.68,207.8,-41.42,12.6,-91.52,4,4
403492770,161.115,160.86,161.37,0.3606,38.2,301.85,-72.5,32.65,-85.95,2,2
403551997,157.18,156.15,158.17,1.0106,28.8,169.67,-64.1,13.8,-99.2,3,4
404128445,158.91,156.76,161.53,1.7768,24.63,293.82,-61.23,19.45,-83.6,6,3
405176063,160.31,160.09,160.53,0.3111,47.35,230.9,-89.3,7.05,-110.0,2,2
405294999,158.6125,157.05,159.89,1.4069,27.1,187.77,-57.6,21.38,-85.52,4,4
405517314,159.4367,157.11,161.84,2.0822,23.08,208.0,-94.93,23.13,-95.98,6,1
406449637,158.8725,156.01,161.68,2.2838,24.7,247.94,-61.74,31.95,-88.55,8,4
407783617,158.6433,156.47,160.81,2.17,29.6,338.47,-75.57,23.23,-84.77,3,0
408697312,159.08,156.54,161.89,2.273,29.99,184.69,-79.49,26.37,-91.76,7,1
408835992,159.2775,158.27,161.88,1.7411,34.33,202.55,-80.05,23.18,-99.45,4,2
409089660,159.955,156.55,161.61,1.701,30.06,208.62,-60.7,27.28,-89.54,8,1
409203436,158.934,156.93,161.17,1.6585,38.0,211.22,-56.26,39.1,-92.28,5,2
409720576,158.9825,157.16,161.49,2.129,21.28,251.25,-67.7,17.92,-106.5,4,4
410019201,159.8775,157.36,161.74,1.4242,33.76,186.3,-76.22,29.75,-95.18,8,2
410444994,159.58,157.4,161.22,1.9212,41.92,281.95,-69.58,24.72,-96.28,4,2
410992457,159.2467,156.49,161.87,1.9804,31.93,275.13,-58.17,24.68,-90.87,6,2
412200014,158.095,157.03,160.58,1.6719,29.45,247.7,-63.88,34.22,-95.42,4,4
412547846,159.4878,156.53,161.99,2.2581,32.56,194.82,-90.42,26.67,-79.72,9,2
412845068,159.4989,156.91,161.46,1.5293,24.09,293.96,-55.49,33.66,-101.86,9,3
413062848,158.51,156.92,160.1,2.2486,38.45,220.8,-58.1,32.85,-88.0,2,2
414040537,157.4288,156.09,158.76,0.9669,27.95,181.66,-95.09,25.95,-90.65,8,4
415742193,159.7017,156.68,161.23,1.8909,31.2,231.02,-72.78,21.1,-74.98,6,2
416064970,159.63,157.63,161.12,1.2702,31.1,190.76,-81.7,25.06,-84.86,5,1
417153380,158.42,156.21,161.03,2.2031,23.12,250.15,-66.2,27.8,-86.0,4,4
417287774,157.45,156.44,158.91,1.295,33.37,265.57,-90.97,31.9,-84.7,3,0
417393024,158.888,156.81,161.71,2.458,22.78,186.84,-76.32,26.88,-95.98,5,4
418169543,159.4371,157.04,161.61,1.855,27.07,207.07,-58.56,34.04,-84.13,7,1
418216232,159.2011,156.21,161.25,1.7073,34.36,249.27,-67.36,34.92,-86.91,9,2
418271823,158.36,156.21,160.96,2.0441,24.58,271.08,-64.3,33.58,-86.65,4,4
418369900,157.762,156.49,160.01,1.4018,29.58,241.44,-72.82,26.8,-87.02,5,4
418950990,158.7,156.72,161.22,1.8868,29.95,256.22,-76.87,24.07,-95.03,6,4
419681851,160.325,159.68,160.97,0.9122,19.65,235.8,-69.0,18.55,-99.4,2,3
420101729,156.745,156.32,157.17,0.601,22.95,221.95,-107.35,30.65,-105.05,2,4
420176132,159.5567,157.35,161.36,2.0352,27.4,213.7,-52.07,12.07,-99.7,3,1
420862582,159.2833,156.86,161.0,2.1586,40.6,249.4,-91.63,27.6,-92.37,3,2
421626132,158.9267,156.59,160.96,2.2007,26.27,357.83,-85.4,31.83,-87.43,3,3
421800471,158.695,157.5,160.0,1.0866,34.72,344.75,-65.28,26.6,-81.5,4,0
422236152,159.305,156.77,161.14,1.9493,34.08,293.25,-70.32,20.75,-74.58,4,2
422364175,157.17,156.2,158.0,0.9081,35.03,252.73,-50.83,22.27,-75.13,3,0
422816465,159.355,157.85,160.99,1.3121,22.52,349.72,-72.5,30.22,-92.28,4,3
424210268,158.47,156.36,160.3,1.9849,33.1,248.27,-32.13,17.17,-90.77,3,0
424592926,159.0312,156.82,161.22,1.6474,31.56,213.15,-68.76,27.15,-100.05,8,2
425319931,159.55,157.16,161.94,3.38,29.65,202.65,-70.45,48.05,-103.75,2,1
425344391,158.03,156.26,158.95,1.1187,25.76,351.94,-56.58,22.74,-108.9,5,0
425682454,158.5417,156.92,161.13,1.5853,26.83,210.35,-75.45,24.27,-99.33,6,4
426878147,158.6833,156.7,161.27,2.0199,20.5,249.15,-62.0,23.48,-72.05,6,4
429191774,158.09,156.6,160.37,2.0053,27.63,226.27,-77.1,19.3,-100.27,3,4
429463049,159.4533,156.34,161.25,2.7069,24.33,355.3,-43.1,14.07,-83.07,3,3
429489274,158.315,156.05,160.58,3.2032,37.0,177.8,-39.35,19.3,-89.85,2,2
430213890,158.4125,156.68,161.1,1.909,20.62,299.12,-43.3,30.62,-86.6,4,4
430248110,158.875,157.54,160.75,1.3515,36.65,320.72,-79.37,21.85,-105.2,6,0
430323255,159.1371,156.65,161.57,1.9041,33.51,189.37,-68.93,27.16,-89.7,7,2
431125158,158.5933,156.15,160.84,1.671,27.22,211.82,-77.4,13.42,-77.13,6,4
431297958,159.0444,156.3,161.94,2.0898,31.28,240.63,-75.59,19.91,-88.16,9,2
431340436,159.955,156.29,161.82,2.5142,27.12,141.4,-86.0,18.83,-97.78,4,1
432596188,159.464,156.16,161.9,2.4767,35.74,287.16,-72.12,31.56,-80.52,5,2
433158282,160.19,160.19,160.19,,13.3,314.7,-23.8,36.0,-61.6,1,3
433665909,158.7575,158.19,159.74,0.7067,37.58,196.0,-76.22,25.65,-88.22,4,2
433980731,159.7475,157.66,161.02,1.4503,35.28,153.82,-80.27,24.22,-99.8,4,2
434377681,158.3,156.38,160.22,2.7153,29.9,324.5,-60.45,33.75,-98.0,2,0
436223782,160.164,156.2,161.87,2.2682,23.5,247.88,-63.6,35.8,-90.86,5,3
436352356,159.735,158.15,161.32,2.2415,29.65,222.85,-77.55,32.85,-86.55,2,1
437879281,159.2567,156.42,160.95,1.8736,33.57,275.1,-58.83,20.95,-87.02,6,2
438102804,158.78,156.41,161.94,2.8484,22.63,260.9,-77.13,29.03,-66.9,3,4
439142651,159.5412,157.68,161.87,1.5547,33.52,267.32,-68.08,11.1,-88.24,8,2
439796108,158.7575,156.4,160.11,1.638,23.75,248.78,-61.52,31.68,-105.25,4,4
440461093,159.4512,156.12,161.81,2.1889,33.1,213.92,-89.92,34.24,-87.75,8,2
440753173,159.0825,156.05,161.32,2.1407,30.35,213.71,-62.72,25.35,-92.01,8,2
441462536,160.5,160.5,160.5,,17.8,287.1,-34.8,44.6,-93.1,1,3
441799840,158.7043,156.29,161.29,2.0608,30.66,211.93,-69.94,20.53,-84.01,7,4
442558328,160.19,156.86,161.95,2.3351,28.95,221.72,-95.22,28.72,-103.62,4,1
442995932,158.5163,156.77,160.85,1.4187,37.46,210.72,-71.19,18.06,-91.46,8,2
443032358,158.705,156.49,160.75,1.6257,24.78,234.06,-59.97,27.5,-91.27,10,4
443338863,160.4025,158.14,161.19,1.5085,32.72,250.85,-79.78,9.72,-102.52,4,2
443461886,158.6686,156.45,161.42,1.8041,28.34,294.0,-84.11,28.03,-87.77,7,3
443780416,159.97,157.09,161.96,1.6818,29.4,299.84,-75.08,20.81,-96.22,8,3
443799491,159.1,157.64,161.35,1.9771,19.33,178.6,-81.0,19.87,-85.8,3,1
443828407,160.28,158.89,161.56,1.2787,34.25,243.75,-41.35,11.05,-78.05,4,2
444470257,158.9078,156.01,161.77,1.9434,34.56,249.9,-78.26,33.67,-84.36,9,2
444890693,160.2686,156.1,161.91,1.9789,28.87,269.63,-73.64,18.11,-85.61,7,3
446212691,158.095,156.17,160.16,1.4674,34.33,202.58,-91.23,18.8,-91.22,6,4
447149593,160.3833,158.95,161.14,1.2419,37.1,328.17,-59.27,25.27,-80.9,3,2
447432545,159.052,157.18,161.19,1.5264,28.64,274.06,-60.4,31.56,-81.58,5,3
448742787,157.91,156.72,158.79,0.7921,32.72,206.32,-62.48,36.02,-107.34,5,4
448911983,161.0567,160.03,161.73,0.9034,25.77,263.73,-54.57,30.77,-93.73,3,3
449459316,157.245,156.21,159.15,1.0221,30.63,270.23,-77.35,36.7,-84.93,6,0
449977525,158.9957,156.59,161.63,2.1036,33.44,163.69,-81.9,32.71,-86.19,7,2
450391469,157.9967,156.34,159.76,1.3209,34.0,258.1,-58.3,32.08,-92.62,6,0
450769975,158.3267,156.38,161.62,2.0311,38.0,347.57,-67.67,32.53,-86.15,6,0
451146016,158.578,157.33,160.49,1.3712,23.38,118.06,-68.46,23.44,-85.44,5,1
452240475,159.8562,157.23,161.71,1.5186,32.39,216.09,-71.68,27.89,-89.24,8,2
452496498,160.12,158.52,161.72,2.2627,24.65,194.55,-82.6,25.5,-60.85,2,1
452754816,157.99,156.7,161.12,2.1102,30.15,282.38,-64.05,31.0,-91.42,4,0
455207826,159.5329,156.12,161.99,2.3016,29.11,297.56,-84.99,22.83,-88.86,7,3
455663655,158.7875,156.42,161.27,2.0134,27.4,298.1,-36.78,23.78,-84.38,4,3
457122734,159.042,156.54,161.24,2.13,37.7,217.3,-69.72,29.6,-81.2,5,2
457668606,158.51,156.26,160.56,1.4591,31.74,340.07,-83.27,20.9,-93.74,7,0
458498610,160.114,157.01,161.97,2.2174,31.74,133.92,-60.18,21.26,-72.54,5,1
459764910,157.96,156.53,159.91,1.3221,34.2,141.97,-78.57,28.0,-95.98,6,4
462828696,157.65,157.65,157.65,,35.0,213.8,-77.8,39.2,-114.3,1,0
465482524,159.4575,156.71,160.59,1.8481,26.52,250.77,-101.18,20.48,-80.0,4,3
465772627,160.0929,158.03,161.34,1.1682,36.49,251.89,-79.27,24.97,-87.31,7,2
466000944,158.3933,156.29,159.49,1.8221,33.03,267.43,-97.17,21.63,-77.93,3,0
466426533,158.9917,156.73,161.5,1.9334,38.37,287.88,-58.4,20.0,-106.97,6,2
467574402,160.015,158.59,161.51,1.5333,37.38,303.3,-66.82,18.72,-80.53,4,2
468051507,159.9075,156.68,161.91,2.3167,27.5,150.2,-99.2,22.2,-72.38,4,1
468098550,158.65,156.07,161.5,2.0125,26.56,193.35,-68.92,26.68,-93.61,8,4
468131793,161.21,161.21,161.21,,31.4,48.4,-57.0,27.9,-83.0,1,1
469045896,160.1633,158.69,161.15,1.3002,27.93,326.4,-56.5,15.77,-85.53,3,3
469514250,160.414,159.62,161.48,0.8113,26.92,183.76,-67.86,26.14,-91.96,5,1
469777847,159.6,159.6,159.6,,42.6,108.6,-20.8,36.9,-88.5,1,2
470359883,157.55,156.9,158.05,0.5423,26.22,186.1,-59.6,24.85,-89.38,4,4
471117456,158.1225,156.28,161.33,2.2431,26.98,131.17,-62.65,14.05,-85.35,4,4
471332874,159.5525,157.12,161.95,1.9573,25.24,302.16,-70.1,26.65,-82.9,8,3
471709181,158.31,156.53,160.09,2.5173,40.75,106.95,-70.3,40.2,-93.05,2,2
471846120,159.7125,158.06,161.37,1.5916,20.38,122.78,-56.48,24.92,-90.08,4,1
472097386,158.516,157.28,160.15,1.4908,29.96,272.5,-53.8,20.04,-77.9,5,4
472360093,158.222,156.1,158.96,1.194,24.3,230.6,-62.34,24.24,-75.0,5,4
472597180,158.4657,156.26,161.27,1.743,27.83,264.77,-76.94,28.54,-95.97,7,4
473916468,158.73,156.03,161.29,2.2359,30.54,89.4,-65.96,22.54,-111.56,5,1
474003611,160.845,158.85,161.87,1.384,30.9,327.83,-58.32,25.82,-92.02,4,3
474472853,160.082,157.73,161.56,1.7964,32.28,327.82,-69.08,23.68,-88.84,5,3
474561158,159.81,158.4,161.22,1.1514,27.1,131.5,-78.47,18.53,-95.78,4,1
475112776,158.625,156.47,160.81,2.2609,30.78,260.92,-66.45,33.92,-88.18,4,4
478707016,158.1367,156.04,161.58,1.8207,36.97,201.28,-49.51,33.48,-88.57,9,2
478927568,158.27,156.52,160.96,1.4731,35.95,255.75,-82.45,27.75,-89.2,6,0
479231964,158.958,156.87,161.15,1.8153,29.14,375.08,-64.58,24.2,-84.22,5,3
479502357,159.56,158.69,161.28,1.1777,18.73,63.5,-65.68,31.42,-91.92,4,1
479597234,159.8,159.3,160.06,0.4331,13.37,186.47,-84.0,28.6,-93.17,3,1
481152642,159.58,158.56,160.61,0.7934,27.32,253.34,-67.0,23.46,-96.52,5,3
481997523,159.4617,158.08,160.76,1.0649,34.35,249.43,-86.58,35.35,-93.78,6,2
482078287,158.0367,157.34,158.85,0.7617,30.2,202.03,-51.07,37.13,-99.13,3,4
482218335,158.4114,156.03,161.55,2.1959,30.34,267.36,-83.03,27.7,-83.5,7,4
482501437,158.9314,157.36,161.65,1.6478,34.07,241.94,-77.9,24.46,-88.57,7,2
482698090,158.6812,156.08,161.88,2.4598,33.25,293.49,-68.01,22.34,-87.45,8,0
484144611,159.36,157.62,160.33,1.0296,24.66,324.36,-73.12,25.8,-89.54,5,3
484170624,159.0033,158.29,159.63,0.6742,31.3,279.53,-59.57,30.1,-103.8,3,2
484698904,159.8767,159.46,160.45,0.5133,30.77,196.53,-42.97,20.97,-79.07,3,1
485481754,159.47,157.03,161.03,1.8058,28.7,151.7,-61.98,30.12,-69.3,4,1
486243458,158.95,156.02,161.54,2.036,32.87,191.53,-70.0,23.25,-88.23,6,2
486924016,158.88,156.43,161.72,2.2852,41.76,226.12,-63.92,23.06,-86.8,5,2
487307571,159.0212,156.12,161.87,2.0184,32.85,244.3,-70.31,22.22,-97.45,8,2
488479599,158.4729,156.02,161.87,2.2977,24.89,232.6,-85.07,34.16,-91.16,7,4
488577018,158.7229,156.02,161.15,2.3931,32.87,211.0,-55.34,27.74,-82.63,7,2
489144334,158.2667,157.83,158.95,0.5994,20.53,322.33,-74.17,14.1,-86.57,3,4
489917841,158.0422,156.83,160.24,1.2479,32.06,260.42,-87.32,21.16,-90.06,9,0
491037315,158.9683,156.42,161.11,2.1242,35.05,265.08,-77.13,21.47,-94.62,6,2
491185579,160.4133,159.38,161.33,0.7118,34.53,193.73,-72.75,22.22,-89.02,6,2
492235960,158.9129,157.51,159.94,0.9869,27.11,288.41,-56.57,28.24,-84.93,7,3
492381951,158.7717,157.13,160.17,1.3031,28.92,276.6,-71.45,29.67,-90.95,6,4
492428548,159.3,159.03,159.57,0.3818,48.35,141.85,-43.15,14.1,-106.75,2,2
493976714,157.48,157.15,157.81,0.4667,26.15,202.25,-62.9,30.85,-82.15,2,4
494975711,159.66,156.97,161.81,1.9073,26.4,319.27,-84.33,21.62,-91.5,6,3
497077187,158.552,156.18,161.46,2.43,29.92,209.9,-72.28,17.22,-100.3,5,4
497246798,158.1257,156.29,161.44,1.9392,39.86,202.06,-74.47,25.47,-94.61,7,2
498001386,160.975,160.47,161.48,0.7142,22.5,350.4,-60.45,19.3,-95.75,2,3
498567471,160.22,157.49,161.9,1.968,28.48,251.52,-73.5,32.57,-89.7,6,3
498768789,159.7125,157.35,160.69,1.0539,26.18,262.15,-53.92,18.7,-75.75,8,3
499604556,159.07,156.83,161.53,1.8479,29.94,260.6,-66.52,12.04,-83.54,5,2
499938651,159.2067,156.89,161.01,1.8416,25.92,167.47,-70.37,20.5,-87.03,6,1
500125271,159.46,157.78,161.08,1.1921,21.7,178.3,-77.64,23.61,-92.6,7,1
500902964,157.0067,156.72,157.25,0.2676,19.07,280.73,-87.4,17.93,-84.07,3,4
503603324,157.225,156.41,158.04,1.1526,32.6,228.3,-79.7,15.1,-100.35,2,4
504126903,159.0611,156.03,161.86,2.0473,28.62,112.88,-58.04,18.09,-83.11,9,1
504143081,158.7167,156.91,160.01,1.6125,27.23,374.47,-59.8,20.3,-86.97,3,3
504831183,158.4183,156.01,161.7,1.8803,28.78,159.83,-52.98,28.32,-98.42,6,4
505223390,158.4833,156.6,160.69,1.6778,30.1,194.6,-61.08,28.72,-92.53,6,4
506756098,159.8325,156.88,161.9,1.6113,29.96,203.89,-72.74,22.42,-91.62,8,1
507138220,159.465,157.79,161.14,2.3688,14.85,482.35,-24.3,48.0,-84.7,2,3
507796518,159.0667,158.64,159.82,0.6543,33.8,279.1,-56.67,36.7,-91.1,3,2
507890656,159.4243,156.82,161.94,1.8641,33.31,198.13,-55.4,19.56,-91.06,7,2
508742093,158.4167,156.82,161.83,1.8476,33.83,185.42,-84.75,26.73,-82.1,6,2
509022925,158.2733,156.05,161.53,2.3421,34.2,148.05,-92.97,34.13,-88.92,6,4
510468741,157.7033,156.77,158.77,1.0066,20.13,139.03,-90.57,27.17,-78.47,3,4
510828755,159.48,159.48,159.48,,28.3,292.2,-78.9,18.7,-90.1,1,3
510872204,157.76,157.76,157.76,,12.3,241.9,-100.6,28.4,-73.8,1,4
510967857,158.0225,156.14,160.61,1.8783,23.35,86.65,-66.28,21.5,-79.72,4,4
511165374,160.23,159.85,160.61,0.5374,39.9,104.1,-36.4,41.6,-101.25,2,2
511350085,159.1733,156.38,161.15,1.8576,22.67,285.58,-58.88,23.72,-89.35,6,3
512009169,158.9186,157.51,160.67,1.0786,23.74,281.9,-91.64,19.74,-94.43,7,3
512084278,158.7117,156.83,160.27,1.4094,31.93,152.93,-58.7,32.7,-91.73,6,1
512894233,158.63,158.63,158.63,,17.9,62.2,-104.6,13.9,-67.1,1,1
513453764,159.5867,157.92,161.73,1.5275,22.95,275.15,-86.55,27.05,-89.38,6,3
513758672,158.62,156.32,161.31,1.6952,33.9,244.36,-68.38,21.43,-95.98,9,2
515184149,157.804,156.28,159.95,1.5983,27.3,239.32,-62.16,20.34,-92.18,5,4
515300056,159.7687,157.23,161.94,2.052,36.7,315.68,-63.49,30.24,-92.49,8,2
515571477,157.436,156.04,161.78,2.4401,20.34,250.16,-47.28,37.58,-99.08,5,4
516479771,158.37,157.01,161.02,2.2952,30.77,201.7,-85.0,28.13,-101.17,3,4
517049090,159.195,156.81,161.47,2.0434,25.92,405.5,-82.7,24.65,-74.75,4,3
517405518,158.663,156.52,160.98,1.5698,30.4,314.05,-71.45,32.39,-92.65,10,0
518636217,158.885,157.31,160.46,2.2274,38.4,329.2,-109.8,21.85,-113.25,2,0
518745437,157.48,156.02,158.94,2.0648,31.7,423.25,-45.5,11.3,-107.0,2,0
519121293,159.3,156.73,161.53,1.9608,34.4,272.82,-72.56,33.36,-86.38,5,2
520054675,158.2125,157.75,159.19,0.6655,22.68,286.12,-62.8,28.62,-76.42,4,4
520255194,160.08,158.61,161.55,2.0789,29.4,142.7,-82.25,14.15,-91.75,2,1
520578344,158.92,156.64,161.65,2.5351,39.53,322.17,-47.13,31.43,-83.67,3,0
520580257,157.865,156.67,158.96,0.9475,36.08,261.95,-65.5,22.9,-100.25,4,0
522395156,159.75,159.33,160.17,0.594,30.45,404.65,-72.45,11.05,-104.9,2,3
522604490,157.9243,156.1,160.28,1.4674,31.83,272.33,-61.0,29.2,-87.81,7,0
524295608,159.0825,156.33,161.76,2.6556,25.45,200.62,-82.4,43.78,-83.28,4,1
525093906,158.9457,156.76,161.63,2.0441,36.49,300.69,-71.9,20.11,-85.21,7,0
525197879,158.43,156.56,160.86,1.442,25.21,254.3,-68.36,15.53,-98.11,7,4
525724682,159.6333,157.06,161.5,2.3028,33.37,223.73,-52.13,30.97,-108.07,3,2
525862714,160.525,159.09,161.96,2.0294,14.95,200.45,-52.4,25.0,-75.9,2,1
527862060,158.8383,156.81,161.29,1.6991,27.2,353.08,-56.32,23.68,-94.95,6,3
528269609,158.0925,156.55,161.09,2.1193,22.02,330.98,-71.18,31.02,-79.72,4,4
529075482,158.254,157.53,158.95,0.6491,20.54,224.9,-79.88,13.14,-84.62,5,4
529630684,159.6533,156.08,161.47,3.0947,24.53,249.97,-77.2,7.47,-92.17,3,3
530158148,160.23,159.51,160.95,1.0182,28.6,265.1,-92.15,17.3,-80.8,2,3
531169485,158.515,156.73,161.39,1.807,26.13,301.6,-90.63,21.78,-97.23,6,4
531282226,159.3225,156.86,159.99,1.0468,28.08,187.85,-52.68,26.11,-84.24,8,1
535166257,160.222,157.18,161.4,1.7448,32.36,204.16,-60.12,9.62,-87.44,5,2
535376810,157.63,156.3,158.66,1.2083,27.57,256.83,-66.33,31.1,-83.43,3,4
535652730,158.6575,156.31,161.9,2.3563,21.02,260.5,-67.15,22.38,-89.55,4,4
536588185,158.682,157.19,160.33,1.2724,30.83,303.26,-83.06,26.08,-82.5,10,0
537006791,158.884,156.84,159.76,1.1839,33.32,294.2,-60.64,17.32,-94.3,5,0
537057172,158.93,156.15,161.07,1.9574,32.96,148.61,-71.91,24.61,-89.46,7,1
537549824,159.0,157.55,160.76,1.3756,37.98,299.94,-53.5,24.74,-88.82,5,2
538393289,160.125,157.15,161.82,2.0827,30.33,156.23,-76.53,19.95,-89.55,4,1
538642695,158.9833,157.44,160.86,1.7342,28.57,200.0,-72.1,27.6,-87.53,3,1
539476072,158.6675,157.33,161.88,2.1589,38.3,439.32,-50.03,36.8,-93.2,4,0
539864913,159.3667,156.89,161.03,1.5626,31.33,299.27,-69.1,21.83,-84.75,6,3
541119258,159.095,156.34,161.73,2.1591,25.3,130.27,-68.58,26.08,-95.17,6,1
543045682,160.54,160.14,160.94,0.5657,40.8,388.75,-67.0,15.35,-66.95,2,2
543131057,158.5275,156.15,161.89,2.6169,28.05,262.05,-67.95,17.9,-83.3,4,4
543784647,158.8725,156.37,160.49,1.8523,34.83,168.6,-75.15,34.92,-93.18,4,2
544068709,159.066,156.44,161.62,2.374,32.22,276.14,-70.48,27.88,-89.24,5,2
544496921,158.3514,156.12,160.31,1.6686,28.29,173.07,-79.71,13.17,-83.51,7,4
544913102,159.83,156.73,161.52,2.6883,23.73,291.77,-78.33,32.97,-88.03,3,3
545033469,158.0,157.68,158.49,0.4309,24.33,243.87,-43.53,15.97,-90.03,3,4
545105896,156.3,156.3,156.3,,12.8,48.4,-87.8,11.1,-109.3,1,4
545386868,158.5833,157.42,160.75,1.8781,26.43,395.1,-40.0,27.8,-93.97,3,3
548068452,158.99,157.57,160.41,2.0082,36.2,273.3,-69.3,38.45,-100.55,2,2
548124432,158.005,157.15,159.52,1.107,30.83,273.9,-56.12,21.72,-72.52,4,0
548384565,159.7757,158.01,161.69,1.4165,30.9,247.57,-71.03,14.16,-100.34,7,2
548536338,158.375,156.42,160.65,1.4972,32.8,261.35,-75.1,23.28,-99.32,8,0
548806116,158.26,156.25,161.97,3.2167,26.4,194.13,-63.93,24.97,-75.57,3,4
548985726,159.202,156.93,160.57,1.4864,31.96,281.82,-70.58,21.34,-87.84,5,2
549787961,158.9183,156.31,161.29,2.0897,26.65,284.37,-88.47,26.6,-88.08,6,3
551710952,158.916,157.27,160.85,1.3164,37.56,346.7,-80.88,28.74,-94.54,5,0
552519459,158.72,156.65,161.3,1.6367,29.99,188.66,-51.88,17.09,-91.62,9,4
553298294,158.614,157.16,160.33,1.1525,35.0,263.38,-89.96,12.82,-69.36,5,0
554310783,159.5914,156.7,161.36,1.8111,25.64,343.43,-67.36,21.06,-98.8,7,3
554544656,158.3725,156.23,160.64,1.8072,29.78,231.18,-82.0,41.32,-100.5,4,4
556310104,159.655,157.67,160.9,1.3899,29.22,253.5,-46.78,21.38,-98.5,4,3
556460612,159.394,156.74,161.25,1.8382,31.84,221.34,-64.0,28.04,-87.48,5,2
556615041,157.405,156.32,158.49,1.5344,23.3,277.7,-46.65,22.55,-88.85,2,4
556636357,159.9667,156.53,161.98,2.9908,40.23,145.03,-87.67,22.87,-92.63,3,2
557579724,158.4767,156.46,160.82,2.1983,23.77,206.17,-82.8,31.0,-81.37,3,4
557703737,159.994,159.19,161.01,0.7792,25.84,212.88,-81.5,28.54,-83.1,5,1
558380004,157.795,157.41,158.18,0.5445,26.9,266.85,-64.9,31.3,-110.05,2,4
558449339,159.165,157.21,160.16,1.0871,31.12,284.14,-74.95,31.86,-87.1,10,2
559795298,160.4875,158.52,161.61,1.459,18.08,214.35,-81.32,22.3,-80.3,4,1
559968652,158.97,157.42,160.81,1.4659,29.8,219.6,-94.3,18.24,-93.44,5,4
560033049,159.0333,157.18,160.59,1.7242,30.0,247.77,-82.3,22.37,-93.6,3,2
