mmsi,freq_mean_mhz,bandwidth_mean_khz,power_mean_watts,signal_strength_mean_dbm,snr_mean_db,noise_level_mean_dbm,is_suspicious,gross_tonnage,type,flag,pavillon_suppose
360247230,157.3883,26.25,268.15,-71.35,18.43,-107.37,True,48610.2,Tanker,Panama,Autre
360342720,158.1167,23.86,207.21,-85.83,18.94,-94.49,True,111898.1,General Cargo,Bahamas,Autre
360555312,158.42,35.8,186.72,-78.42,23.62,-105.56,True,157870.5,Fishing Vessel,Malta,Autre
360833773,160.24,31.78,201.42,-76.57,24.59,-96.01,True,164714.2,Tanker,Denmark,Autre
361510820,159.2457,35.63,274.19,-70.56,9.53,-87.81,False,97054.1,Container Ship,Bahamas,Autre
361903938,159.92,20.62,169.52,-90.6,22.2,-98.12,False,174021.1,Fishing Vessel,China,Autre
362601507,158.0933,24.92,188.63,-51.4,32.1,-103.05,False,73450.7,Container Ship,Marshall Islands,Autre
364856950,156.14,27.7,481.6,-81.9,18.2,-64.3,False,112671.1,Bulk Carrier,France,Autre
367500008,159.535,27.18,268.42,-69.58,21.72,-85.7,True,238656.2,Passenger Ship,Marshall Islands,USA
368365433,159.33,18.07,132.93,-75.5,31.27,-86.47,False,80661.8,General Cargo,Denmark,USA
369075346,158.4375,23.7,279.05,-80.08,17.6,-77.12,False,216981.7,Bulk Carrier,Singapore,USA
369325711,158.565,29.36,301.49,-68.9,16.45,-83.11,True,142962.6,General Cargo,China,USA
370219145,160.7586,28.41,278.0,-66.87,24.81,-99.96,False,83035.4,Bulk Carrier,China,Panama
371121059,156.07,43.4,491.8,-27.5,19.8,-67.1,False,64323.3,Bulk Carrier,Singapore,Panama
372051562,158.5175,28.42,138.93,-76.92,33.8,-88.9,False,269803.2,Bulk Carrier,USA,Panama
372177283,158.5675,23.82,331.25,-56.95,20.95,-86.2,False,205711.8,Bulk Carrier,Malta,Panama
372271550,156.43,42.5,311.6,-65.0,35.3,-78.1,True,23486.0,Fishing Vessel,Marshall Islands,Panama
372353705,158.965,23.62,309.12,-104.98,27.3,-76.12,True,299026.4,Container Ship,Panama,Panama
372700428,159.1114,31.9,161.19,-77.59,19.77,-81.63,True,186765.9,Tanker,Marshall Islands,Panama
373306649,159.0114,32.86,269.93,-62.49,31.67,-92.46,True,229532.1,Fishing Vessel,USA,Panama
374237721,160.19,25.58,156.88,-74.24,18.58,-99.46,False,229263.2,Tanker,Malta,Panama
374389765,157.7483,31.7,204.58,-75.1,26.63,-87.07,True,127953.3,Bulk Carrier,France,Panama
375047621,158.385,21.8,316.92,-76.15,27.5,-91.19,True,149584.1,Tanker,Bahamas,Autre
375096037,158.7,39.32,207.63,-62.27,27.48,-84.25,True,278197.0,General Cargo,China,Autre
375252389,158.065,35.3,253.35,-79.65,23.2,-95.3,False,215400.6,Passenger Ship,France,Autre
375856282,161.2,27.6,111.4,-89.7,4.5,-119.1,False,286684.8,Fishing Vessel,Marshall Islands,Autre
377068202,159.1943,28.57,291.61,-64.73,32.24,-93.97,True,213427.5,Container Ship,Singapore,Autre
377712245,159.0029,32.04,199.86,-76.89,23.19,-88.37,True,26239.3,Passenger Ship,Singapore,Autre
377899981,159.2425,34.85,280.9,-62.2,31.58,-87.48,False,283058.7,General Cargo,USA,Autre
377992909,159.155,30.55,190.25,-34.95,32.7,-72.25,False,241737.0,Passenger Ship,Singapore,Autre
378249098,161.32,34.8,320.6,-30.5,47.9,-108.1,True,19679.1,General Cargo,USA,Autre
378367378,159.3,24.78,176.38,-63.08,30.84,-85.06,True,43176.7,Tanker,Denmark,Autre
378984233,159.775,28.18,239.65,-81.33,35.03,-94.05,False,195795.3,Bulk Carrier,Malta,Autre
379393743,157.8433,27.0,286.0,-72.57,32.77,-83.1,True,129462.2,Passenger Ship,China,Autre
379597254,160.3767,26.67,231.17,-72.9,28.63,-67.6,True,102181.5,Tanker,Denmark,Autre
380494325,158.82,24.73,212.8,-45.77,31.97,-111.07,True,246650.7,Bulk Carrier,Denmark,Autre
381712071,158.6675,25.55,228.55,-75.65,17.9,-89.25,True,174563.4,Bulk Carrier,Marshall Islands,Autre
381954352,159.204,37.06,245.9,-51.92,24.72,-113.7,True,73416.8,Tanker,Denmark,Autre
382322288,159.088,36.18,321.2,-85.94,34.78,-102.3,False,236437.5,Passenger Ship,Panama,Autre
382714823,159.255,31.73,323.0,-70.55,19.9,-72.62,False,275029.7,Passenger Ship,Panama,Autre
382967807,157.4,34.52,327.36,-76.62,26.4,-105.32,True,169143.5,Tanker,France,Autre
383307372,156.23,26.2,401.3,-119.1,39.9,-92.1,True,124805.5,Bulk Carrier,Bahamas,Autre
383308981,159.6914,41.39,218.37,-61.24,25.9,-87.63,False,200441.8,Tanker,USA,Autre
384450029,160.018,31.74,235.08,-80.1,13.14,-98.68,True,168357.7,General Cargo,Denmark,Autre
384550733,158.1457,31.0,130.23,-60.96,16.63,-86.67,True,192580.9,Container Ship,Denmark,Autre
385217219,158.496,38.12,220.92,-68.64,25.12,-93.6,False,187248.1,General Cargo,Marshall Islands,Autre
386428572,159.23,35.77,167.23,-73.53,9.33,-92.03,False,80295.6,Passenger Ship,USA,Autre
388953506,159.3383,29.88,294.37,-54.63,27.13,-100.22,True,39953.7,Fishing Vessel,USA,Autre
389614255,159.412,29.02,277.94,-73.54,27.06,-83.38,False,162947.7,Fishing Vessel,Denmark,Autre
389921162,159.0733,22.75,316.25,-66.78,31.08,-101.37,True,23902.5,Container Ship,Singapore,Autre
390169657,160.05,29.17,202.37,-75.73,16.57,-112.5,True,88017.2,Fishing Vessel,USA,Autre
390182507,160.0575,32.5,122.6,-91.22,21.7,-85.3,False,201542.9,General Cargo,China,Autre
391151453,158.2283,31.48,198.2,-68.2,18.73,-88.43,True,74157.7,Tanker,Liberia,Autre
391158344,159.0617,27.18,269.1,-49.18,28.3,-85.82,True,107021.4,Bulk Carrier,Malta,Autre
391430690,159.976,23.84,262.26,-93.56,21.36,-91.68,True,270279.6,Passenger Ship,Liberia,Autre
391786359,159.4238,32.5,321.05,-69.91,30.21,-80.04,True,112022.0,Fishing Vessel,Panama,Autre
392617917,158.2838,20.95,210.48,-85.76,21.24,-93.04,False,146786.1,Passenger Ship,Panama,Autre
393509366,158.4017,25.22,241.37,-67.58,26.97,-85.32,False,164505.0,General Cargo,Singapore,Autre
393784956,159.2875,28.85,161.75,-89.78,18.73,-92.9,True,121717.1,Bulk Carrier,Panama,Autre
394645869,158.2033,35.8,172.07,-84.87,23.97,-88.15,False,39056.7,Container Ship,Panama,Autre
394819025,158.6489,27.29,173.56,-66.79,26.66,-95.16,False,147788.0,Container Ship,Liberia,Autre
396838191,158.715,30.8,276.98,-80.07,16.8,-88.73,False,87311.4,Container Ship,Bahamas,Autre
397348659,158.7688,29.14,272.11,-64.69,27.42,-85.31,False,133476.8,Fishing Vessel,USA,Autre
398193465,157.65,14.3,145.1,-58.3,29.5,-110.1,True,110142.1,Fishing Vessel,Marshall Islands,Autre
399163627,158.9167,38.17,363.27,-79.47,36.9,-90.17,True,33021.0,Passenger Ship,Marshall Islands,Autre
399373193,159.6267,27.12,247.58,-88.8,31.38,-99.72,True,219573.1,Passenger Ship,France,Autre
401032142,158.966,32.44,205.76,-68.3,26.0,-101.6,False,153588.8,Passenger Ship,Liberia,Autre
401528305,158.8275,27.42,219.12,-68.38,27.68,-87.58,True,71341.3,General Cargo,USA,Autre
401816566,158.8045,33.95,191.94,-66.3,25.26,-87.94,True,77209.8,Container Ship,Liberia,Autre
403275944,158.95,22.25,314.85,-42.8,17.8,-89.65,False,92476.3,Fishing Vessel,France,Autre
403401992,158.34,31.68,207.8,-41.42,12.6,-91.52,True,75779.8,Passenger Ship,France,Autre
403492770,161.115,38.2,301.85,-72.5,32.65,-85.95,True,169205.1,Passenger Ship,Marshall Islands,Autre
403551997,157.18,28.8,169.67,-64.1,13.8,-99.2,False,170209.8,Passenger Ship,Malta,Autre
404128445,158.91,24.63,293.82,-61.23,19.45,-83.6,True,270955.4,Bulk Carrier,Panama,Autre
405176063,160.31,47.35,230.9,-89.3,7.05,-110.0,True,81065.3,Bulk Carrier,Liberia,Autre
405294999,158.6125,27.1,187.77,-57.6,21.38,-85.52,True,161150.0,Container Ship,USA,Autre
405517314,159.4367,23.08,208.0,-94.93,23.13,-95.98,False,40025.8,General Cargo,Denmark,Autre
406449637,158.8725,24.7,247.94,-61.74,31.95,-88.55,True,91043.8,Fishing Vessel,Marshall Islands,Autre
407783617,158.6433,29.6,338.47,-75.57,23.23,-84.77,False,120330.3,Bulk Carrier,USA,Autre
408697312,159.08,29.99,184.69,-79.49,26.37,-91.76,True,58434.8,Bulk Carrier,Panama,Autre
408835992,159.2775,34.33,202.55,-80.05,23.18,-99.45,True,175341.9,Container Ship,China,Autre
409089660,159.955,30.06,208.62,-60.7,27.28,-89.54,False,146697.2,General Cargo,Singapore,Autre
409203436,158.934,38.0,211.22,-56.26,39.1,-92.28,False,12331.2,Bulk Carrier,Singapore,Autre
409720576,158.9825,21.28,251.25,-67.7,17.92,-106.5,False,146271.1,Container Ship,France,Autre
410019201,159.8775,33.76,186.3,-76.22,29.75,-95.18,True,5718.1,Passenger Ship,Denmark,Autre
410444994,159.58,41.92,281.95,-69.58,24.72,-96.28,False,140042.0,Tanker,Malta,Autre
410992457,159.2467,31.93,275.13,-58.17,24.68,-90.87,False,112718.4,General Cargo,China,Autre
412200014,158.095,29.45,247.7,-63.88,34.22,-95.42,True,203559.7,Passenger Ship,Malta,China
412547846,159.4878,32.56,194.82,-90.42,26.67,-79.72,False,55131.6,Passenger Ship,Panama,China
412845068,159.4989,24.09,293.96,-55.49,33.66,-101.86,False,80684.8,General Cargo,Denmark,China
413062848,158.51,38.45,220.8,-58.1,32.85,-88.0,False,184042.5,Container Ship,Denmark,China
414040537,157.4288,27.95,181.66,-95.09,25.95,-90.65,False,61742.9,Container Ship,Denmark,China
415742193,159.7017,31.2,231.02,-72.78,21.1,-74.98,False,9971.2,Tanker,Panama,Autre
416064970,159.63,31.1,190.76,-81.7,25.06,-84.86,False,4194.3,Fishing Vessel,China,Autre
417153380,158.42,23.12,250.15,-66.2,27.8,-86.0,False,143071.0,Container Ship,Malta,Autre
417287774,157.45,33.37,265.57,-90.97,31.9,-84.7,True,242438.6,Container Ship,Singapore,Autre
417393024,158.888,22.78,186.84,-76.32,26.88,-95.98,True,29636.0,Fishing Vessel,USA,Autre
418169543,159.4371,27.07,207.07,-58.56,34.04,-84.13,False,123736.7,Tanker,Malta,Autre
418216232,159.2011,34.36,249.27,-67.36,34.92,-86.91,True,111290.6,Bulk Carrier,Bahamas,Autre
418271823,158.36,24.58,271.08,-64.3,33.58,-86.65,True,205460.5,Tanker,China,Autre
418369900,157.762,29.58,241.44,-72.82,26.8,-87.02,True,56823.4,Fishing Vessel,USA,Autre
418950990,158.7,29.95,256.22,-76.87,24.07,-95.03,True,12272.0,Tanker,Denmark,Autre
419681851,160.325,19.65,235.8,-69.0,18.55,-99.4,False,173027.2,Fishing Vessel,Malta,Autre
420101729,156.745,22.95,221.95,-107.35,30.65,-105.05,False,55739.0,Passenger Ship,Malta,Autre
420176132,159.5567,27.4,213.7,-52.07,12.07,-99.7,False,248949.6,Passenger Ship,Panama,Autre
420862582,159.2833,40.6,249.4,-91.63,27.6,-92.37,True,231104.2,Tanker,Malta,Autre
421626132,158.9267,26.27,357.83,-85.4,31.83,-87.43,True,73297.9,Container Ship,Liberia,Autre
421800471,158.695,34.72,344.75,-65.28,26.6,-81.5,False,67990.4,Passenger Ship,Panama,Autre
422236152,159.305,34.08,293.25,-70.32,20.75,-74.58,True,223781.4,General Cargo,Denmark,Autre
422364175,157.17,35.03,252.73,-50.83,22.27,-75.13,False,45229.3,Fishing Vessel,USA,Autre
422816465,159.355,22.52,349.72,-72.5,30.22,-92.28,True,138618.2,General Cargo,Bahamas,Autre
424210268,158.47,33.1,248.27,-32.13,17.17,-90.77,True,12511.8,Container Ship,Singapore,Autre
424592926,159.0312,31.56,213.15,-68.76,27.15,-100.05,True,177331.9,Passenger Ship,USA,Autre
425319931,159.55,29.65,202.65,-70.45,48.05,-103.75,True,154265.2,General Cargo,Panama,Autre
425344391,158.03,25.76,351.94,-56.58,22.74,-108.9,True,182074.9,General Cargo,Singapore,Autre
425682454,158.5417,26.83,210.35,-75.45,24.27,-99.33,False,260607.4,Container Ship,Liberia,Autre
426878147,158.6833,20.5,249.15,-62.0,23.48,-72.05,False,276238.5,Tanker,Panama,Autre
429191774,158.09,27.63,226.27,-77.1,19.3,-100.27,False,189894.1,Bulk Carrier,Denmark,Autre
429463049,159.4533,24.33,355.3,-43.1,14.07,-83.07,True,128181.5,General Cargo,Denmark,Autre
429489274,158.315,37.0,177.8,-39.35,19.3,-89.85,True,270487.0,Container Ship,China,Autre
430213890,158.4125,20.62,299.12,-43.3,30.62,-86.6,False,212195.5,Passenger Ship,France,Autre
430248110,158.875,36.65,320.72,-79.37,21.85,-105.2,True,135071.9,Fishing Vessel,Panama,Autre
430323255,159.1371,33.51,189.37,-68.93,27.16,-89.7,True,214996.6,Passenger Ship,Bahamas,Autre
431125158,158.5933,27.22,211.82,-77.4,13.42,-77.13,False,35281.0,Passenger Ship,Panama,Autre
431297958,159.0444,31.28,240.63,-75.59,19.91,-88.16,True,70820.0,Passenger Ship,USA,Autre
431340436,159.955,27.12,141.4,-86.0,18.83,-97.78,False,257336.6,Bulk Carrier,Denmark,Autre
432596188,159.464,35.74,287.16,-72.12,31.56,-80.52,True,82774.0,Fishing Vessel,France,Autre
433158282,160.19,13.3,314.7,-23.8,36.0,-61.6,True,66419.1,Bulk Carrier,Singapore,Autre
433665909,158.7575,37.58,196.0,-76.22,25.65,-88.22,True,200310.1,Passenger Ship,Marshall Islands,Autre
433980731,159.7475,35.28,153.82,-80.27,24.22,-99.8,True,175826.2,Passenger Ship,Panama,Autre
434377681,158.3,29.9,324.5,-60.45,33.75,-98.0,False,32329.8,Fishing Vessel,Denmark,Autre
436223782,160.164,23.5,247.88,-63.6,35.8,-90.86,True,201595.6,General Cargo,Panama,Autre
436352356,159.735,29.65,222.85,-77.55,32.85,-86.55,False,42237.9,Container Ship,Liberia,Autre
437879281,159.2567,33.57,275.1,-58.83,20.95,-87.02,False,285298.9,General Cargo,Singapore,Autre
438102804,158.78,22.63,260.9,-77.13,29.03,-66.9,False,70299.2,Tanker,Bahamas,Autre
439142651,159.5412,33.52,267.32,-68.08,11.1,-88.24,False,168939.9,Container Ship,Liberia,Autre
439796108,158.7575,23.75,248.78,-61.52,31.68,-105.25,False,24386.9,Container Ship,USA,Autre
440461093,159.4512,33.1,213.92,-89.92,34.24,-87.75,True,128722.8,Bulk Carrier,China,Autre
440753173,159.0825,30.35,213.71,-62.72,25.35,-92.01,True,158881.4,Passenger Ship,France,Autre
441462536,160.5,17.8,287.1,-34.8,44.6,-93.1,True,10780.6,General Cargo,USA,Autre
441799840,158.7043,30.66,211.93,-69.94,20.53,-84.01,False,24359.7,Passenger Ship,Denmark,Autre
442558328,160.19,28.95,221.72,-95.22,28.72,-103.62,True,278434.1,Container Ship,Bahamas,Autre
442995932,158.5163,37.46,210.72,-71.19,18.06,-91.46,True,80473.1,General Cargo,China,Autre
443032358,158.705,24.78,234.06,-59.97,27.5,-91.27,True,205074.6,General Cargo,Malta,Autre
443338863,160.4025,32.72,250.85,-79.78,9.72,-102.52,False,206077.9,Container Ship,Panama,Autre
443461886,158.6686,28.34,294.0,-84.11,28.03,-87.77,True,78374.7,Tanker,France,Autre
443780416,159.97,29.4,299.84,-75.08,20.81,-96.22,True,64592.1,Fishing Vessel,Singapore,Autre
443799491,159.1,19.33,178.6,-81.0,19.87,-85.8,False,170951.9,Container Ship,China,Autre
443828407,160.28,34.25,243.75,-41.35,11.05,-78.05,True,138795.5,Passenger Ship,Bahamas,Autre
444470257,158.9078,34.56,249.9,-78.26,33.67,-84.36,True,81528.7,General Cargo,China,Autre
444890693,160.2686,28.87,269.63,-73.64,18.11,-85.61,False,185935.0,Passenger Ship,USA,Autre
446212691,158.095,34.33,202.58,-91.23,18.8,-91.22,False,93253.8,Container Ship,France,Autre
447149593,160.3833,37.1,328.17,-59.27,25.27,-80.9,True,18198.4,Passenger Ship,Malta,Autre
447432545,159.052,28.64,274.06,-60.4,31.56,-81.58,True,89767.1,Tanker,Marshall Islands,Autre
448742787,157.91,32.72,206.32,-62.48,36.02,-107.34,False,275599.9,Tanker,China,Autre
448911983,161.0567,25.77,263.73,-54.57,30.77,-93.73,True,207056.6,Fishing Vessel,Liberia,Autre
449459316,157.245,30.63,270.23,-77.35,36.7,-84.93,False,81018.9,Tanker,Panama,Autre
449977525,158.9957,33.44,163.69,-81.9,32.71,-86.19,False,21868.8,Tanker,China,Autre
450391469,157.9967,34.0,258.1,-58.3,32.08,-92.62,True,51064.8,General Cargo,Malta,Autre
450769975,158.3267,38.0,347.57,-67.67,32.53,-86.15,True,98684.7,Bulk Carrier,China,Autre
451146016,158.578,23.38,118.06,-68.46,23.44,-85.44,True,192013.8,Bulk Carrier,Panama,Autre
452240475,159.8562,32.39,216.09,-71.68,27.89,-89.24,False,277986.7,Tanker,Liberia,Autre
452496498,160.12,24.65,194.55,-82.6,25.5,-60.85,True,48946.7,Fishing Vessel,Marshall Islands,Autre
452754816,157.99,30.15,282.38,-64.05,31.0,-91.42,True,164379.4,Passenger Ship,Malta,Autre
455207826,159.5329,29.11,297.56,-84.99,22.83,-88.86,True,174637.9,Bulk Carrier,Bahamas,Autre
455663655,158.7875,27.4,298.1,-36.78,23.78,-84.38,False,252543.8,Passenger Ship,France,Autre
457122734,159.042,37.7,217.3,-69.72,29.6,-81.2,True,3276.7,Tanker,Denmark,Autre
457668606,158.51,31.74,340.07,-83.27,20.9,-93.74,True,31448.0,Fishing Vessel,Liberia,Autre
458498610,160.114,31.74,133.92,-60.18,21.26,-72.54,False,122211.8,General Cargo,Denmark,Autre
459764910,157.96,34.2,141.97,-78.57,28.0,-95.98,True,84761.2,Container Ship,Bahamas,Autre
462828696,157.65,35.0,213.8,-77.8,39.2,-114.3,True,105864.6,General Cargo,France,Autre
465482524,159.4575,26.52,250.77,-101.18,20.48,-80.0,True,224826.7,Bulk Carrier,Malta,Autre
465772627,160.0929,36.49,251.89,-79.27,24.97,-87.31,True,234618.8,General Cargo,China,Autre
466000944,158.3933,33.03,267.43,-97.17,21.63,-77.93,True,185058.4,Passenger Ship,Singapore,Autre
466426533,158.9917,38.37,287.88,-58.4,20.0,-106.97,True,178212.1,Bulk Carrier,Denmark,Autre
467574402,160.015,37.38,303.3,-66.82,18.72,-80.53,False,202587.7,Fishing Vessel,France,Autre
468051507,159.9075,27.5,150.2,-99.2,22.2,-72.38,False,105590.6,Bulk Carrier,Panama,Autre
468098550,158.65,26.56,193.35,-68.92,26.68,-93.61,False,161083.3,Bulk Carrier,Liberia,Autre
468131793,161.21,31.4,48.4,-57.0,27.9,-83.0,False,225435.0,Bulk Carrier,USA,Autre
469045896,160.1633,27.93,326.4,-56.5,15.77,-85.53,True,22383.7,Fishing Vessel,France,Autre
469514250,160.414,26.92,183.76,-67.86,26.14,-91.96,False,171529.1,General Cargo,Denmark,Autre
469777847,159.6,42.6,108.6,-20.8,36.9,-88.5,True,131176.8,Tanker,China,Autre
470359883,157.55,26.22,186.1,-59.6,24.85,-89.38,False,1283.1,Tanker,China,Autre
471117456,158.1225,26.98,131.17,-62.65,14.05,-85.35,False,42573.6,Fishing Vessel,Panama,Autre
471332874,159.5525,25.24,302.16,-70.1,26.65,-82.9,False,193000.8,Tanker,Marshall Islands,Autre
471709181,158.31,40.75,106.95,-70.3,40.2,-93.05,True,159280.0,Passenger Ship,USA,Autre
471846120,159.7125,20.38,122.78,-56.48,24.92,-90.08,True,290539.8,General Cargo,USA,Autre
472097386,158.516,29.96,272.5,-53.8,20.04,-77.9,True,160048.3,Fishing Vessel,Marshall Islands,Autre
472360093,158.222,24.3,230.6,-62.34,24.24,-75.0,False,124154.1,Container Ship,Liberia,Autre
472597180,158.4657,27.83,264.77,-76.94,28.54,-95.97,True,294018.9,Container Ship,Denmark,Autre
473916468,158.73,30.54,89.4,-65.96,22.54,-111.56,True,25261.4,General Cargo,Marshall Islands,Autre
474003611,160.845,30.9,327.83,-58.32,25.82,-92.02,False,180844.7,Bulk Carrier,Denmark,Autre
474472853,160.082,32.28,327.82,-69.08,23.68,-88.84,True,259210.9,Passenger Ship,Marshall Islands,Autre
474561158,159.81,27.1,131.5,-78.47,18.53,-95.78,False,127842.9,Fishing Vessel,Marshall Islands,Autre
475112776,158.625,30.78,260.92,-66.45,33.92,-88.18,True,266341.6,Passenger Ship,Singapore,Autre
478707016,158.1367,36.97,201.28,-49.51,33.48,-88.57,True,33208.8,Tanker,Denmark,Autre
478927568,158.27,35.95,255.75,-82.45,27.75,-89.2,False,155638.1,General Cargo,Panama,Autre
479231964,158.958,29.14,375.08,-64.58,24.2,-84.22,True,153247.2,General Cargo,Marshall Islands,Autre
479502357,159.56,18.73,63.5,-65.68,31.42,-91.92,True,283727.2,Passenger Ship,Singapore,Autre
479597234,159.8,13.37,186.47,-84.0,28.6,-93.17,False,278951.8,Tanker,Liberia,Autre
481152642,159.58,27.32,253.34,-67.0,23.46,-96.52,True,112767.3,Fishing Vessel,Panama,Autre
481997523,159.4617,34.35,249.43,-86.58,35.35,-93.78,False,282803.7,General Cargo,Panama,Autre
482078287,158.0367,30.2,202.03,-51.07,37.13,-99.13,True,15691.9,Tanker,Liberia,Autre
482218335,158.4114,30.34,267.36,-83.03,27.7,-83.5,True,157936.0,Tanker,France,Autre
482501437,158.9314,34.07,241.94,-77.9,24.46,-88.57,False,4323.6,Bulk Carrier,China,Autre
482698090,158.6812,33.25,293.49,-68.01,22.34,-87.45,True,115772.6,Bulk Carrier,Liberia,Autre
484144611,159.36,24.66,324.36,-73.12,25.8,-89.54,False,254977.8,Fishing Vessel,Malta,Autre
484170624,159.0033,31.3,279.53,-59.57,30.1,-103.8,False,240367.2,Bulk Carrier,Liberia,Autre
484698904,159.8767,30.77,196.53,-42.97,20.97,-79.07,False,206206.0,Tanker,Panama,Autre
485481754,159.47,28.7,151.7,-61.98,30.12,-69.3,True,299544.9,Container Ship,Malta,Autre
486243458,158.95,32.87,191.53,-70.0,23.25,-88.23,False,155384.0,Fishing Vessel,Singapore,Autre
486924016,158.88,41.76,226.12,-63.92,23.06,-86.8,False,156848.0,Tanker,Panama,Autre
487307571,159.0212,32.85,244.3,-70.31,22.22,-97.45,False,232149.1,General Cargo,Denmark,Autre
488479599,158.4729,24.89,232.6,-85.07,34.16,-91.16,True,198503.2,Tanker,Liberia,Autre
488577018,158.7229,32.87,211.0,-55.34,27.74,-82.63,True,88610.4,Passenger Ship,Bahamas,Autre
489144334,158.2667,20.53,322.33,-74.17,14.1,-86.57,True,31078.0,Bulk Carrier,France,Autre
489917841,158.0422,32.06,260.42,-87.32,21.16,-90.06,True,234689.3,Tanker,Marshall Islands,Autre
491037315,158.9683,35.05,265.08,-77.13,21.47,-94.62,True,275603.0,Bulk Carrier,Marshall Islands,Autre
491185579,160.4133,34.53,193.73,-72.75,22.22,-89.02,False,130519.2,Container Ship,France,Autre
492235960,158.9129,27.11,288.41,-56.57,28.24,-84.93,True,31924.9,Bulk Carrier,Panama,Autre
492381951,158.7717,28.92,276.6,-71.45,29.67,-90.95,True,152368.8,Passenger Ship,Singapore,Autre
492428548,159.3,48.35,141.85,-43.15,14.1,-106.75,True,209015.7,Container Ship,Bahamas,Autre
493976714,157.48,26.15,202.25,-62.9,30.85,-82.15,True,244597.6,Passenger Ship,Singapore,Autre
494975711,159.66,26.4,319.27,-84.33,21.62,-91.5,True,124422.7,Container Ship,Bahamas,Autre
497077187,158.552,29.92,209.9,-72.28,17.22,-100.3,False,210659.7,Tanker,Singapore,Autre
497246798,158.1257,39.86,202.06,-74.47,25.47,-94.61,True,241622.7,Passenger Ship,Denmark,Autre
498001386,160.975,22.5,350.4,-60.45,19.3,-95.75,True,195619.0,Container Ship,USA,Autre
498567471,160.22,28.48,251.52,-73.5,32.57,-89.7,False,297526.9,Bulk Carrier,Panama,Autre
498768789,159.7125,26.18,262.15,-53.92,18.7,-75.75,True,283948.3,Fishing Vessel,Singapore,Autre
499604556,159.07,29.94,260.6,-66.52,12.04,-83.54,False,219251.5,General Cargo,China,Autre
499938651,159.2067,25.92,167.47,-70.37,20.5,-87.03,False,222063.5,Passenger Ship,Bahamas,Autre
500125271,159.46,21.7,178.3,-77.64,23.61,-92.6,False,254578.4,General Cargo,Singapore,Autre
500902964,157.0067,19.07,280.73,-87.4,17.93,-84.07,False,75120.5,Bulk Carrier,Liberia,Autre
503603324,157.225,32.6,228.3,-79.7,15.1,-100.35,True,233192.0,Fishing Vessel,Singapore,Autre
504126903,159.0611,28.62,112.88,-58.04,18.09,-83.11,True,242234.2,Container Ship,Liberia,Autre
504143081,158.7167,27.23,374.47,-59.8,20.3,-86.97,True,298650.8,Tanker,Malta,Autre
504831183,158.4183,28.78,159.83,-52.98,28.32,-98.42,False,62071.1,General Cargo,China,Autre
505223390,158.4833,30.1,194.6,-61.08,28.72,-92.53,True,61334.5,Fishing Vessel,Singapore,Autre
506756098,159.8325,29.96,203.89,-72.74,22.42,-91.62,False,157112.4,Fishing Vessel,Denmark,Autre
507138220,159.465,14.85,482.35,-24.3,48.0,-84.7,False,218216.3,General Cargo,Bahamas,Autre
507796518,159.0667,33.8,279.1,-56.67,36.7,-91.1,False,162239.0,Passenger Ship,USA,Autre
507890656,159.4243,33.31,198.13,-55.4,19.56,-91.06,True,53786.7,General Cargo,China,Autre
508742093,158.4167,33.83,185.42,-84.75,26.73,-82.1,True,118051.6,General Cargo,Liberia,Autre
509022925,158.2733,34.2,148.05,-92.97,34.13,-88.92,False,151437.0,Passenger Ship,Malta,Autre
510468741,157.7033,20.13,139.03,-90.57,27.17,-78.47,False,266257.7,Bulk Carrier,France,Autre
510828755,159.48,28.3,292.2,-78.9,18.7,-90.1,False,134388.8,Tanker,USA,Autre
510872204,157.76,12.3,241.9,-100.6,28.4,-73.8,False,90410.3,Container Ship,France,Autre
510967857,158.0225,23.35,86.65,-66.28,21.5,-79.72,False,146236.9,Bulk Carrier,France,Autre
511165374,160.23,39.9,104.1,-36.4,41.6,-101.25,False,277214.6,Fishing Vessel,Singapore,Autre
511350085,159.1733,22.67,285.58,-58.88,23.72,-89.35,False,149202.6,Container Ship,Bahamas,Autre
512009169,158.9186,23.74,281.9,-91.64,19.74,-94.43,True,98438.6,Tanker,Liberia,Autre
512084278,158.7117,31.93,152.93,-58.7,32.7,-91.73,True,246726.1,Bulk Carrier,France,Autre
512894233,158.63,17.9,62.2,-104.6,13.9,-67.1,False,98837.8,General Cargo,Panama,Autre
513453764,159.5867,22.95,275.15,-86.55,27.05,-89.38,False,42274.0,General Cargo,USA,Autre
513758672,158.62,33.9,244.36,-68.38,21.43,-95.98,False,39324.4,General Cargo,Liberia,Autre
515184149,157.804,27.3,239.32,-62.16,20.34,-92.18,True,93002.3,Fishing Vessel,USA,Autre
515300056,159.7687,36.7,315.68,-63.49,30.24,-92.49,True,112525.6,Bulk Carrier,Denmark,Autre
515571477,157.436,20.34,250.16,-47.28,37.58,-99.08,True,278292.0,Tanker,Malta,Autre
516479771,158.37,30.77,201.7,-85.0,28.13,-101.17,False,35894.5,Bulk Carrier,France,Autre
517049090,159.195,25.92,405.5,-82.7,24.65,-74.75,True,293872.7,General Cargo,Liberia,Autre
517405518,158.663,30.4,314.05,-71.45,32.39,-92.65,False,219220.0,Passenger Ship,Malta,Autre
518636217,158.885,38.4,329.2,-109.8,21.85,-113.25,True,180434.7,Container Ship,Denmark,Autre
